phase,split,eval_idx,global_step,tokens_seen,loss,attention_type,positional_mode,drop_positions_tokens,hidden_size,n_layers,head_size,seed,acc,f1,mcc
protein,valid_short,24,25000,990557045,2.546875,causal,rotary,-1,768,12,64,11,0.22666666666666666,0.22666666666666666,0.16855122703455727
protein,valid_long,24,25000,990557045,2.546875,causal,rotary,-1,768,12,64,11,0.22082079273580574,0.22082079273580574,0.16141185717119635
protein,train,25,25239,1000033895,2.571587343096234,causal,rotary,-1,768,12,64,11,,,
protein,valid_short,25,25239,1000033895,2.546875,causal,rotary,-1,768,12,64,11,0.2270501835985312,0.2270501835985312,0.1680586990456969
protein,valid_long,25,25239,1000033895,2.5625,causal,rotary,-1,768,12,64,11,0.21765193546329953,0.21765193546329953,0.15780725502082577
protein,train,0,1000,39601271,2.753203125,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,0,1000,39601271,2.6171875,dual_triangle,rotary,-1,768,12,128,11,0.2042458999899386,0.2042458999899386,0.145661259251122
protein,valid_long,0,1000,39601271,2.6171875,dual_triangle,rotary,-1,768,12,128,11,0.19915535367969786,0.19915535367969786,0.1406394466938049
protein,train,1,2000,79271237,2.620296875,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,1,2000,79271237,2.5859375,dual_triangle,rotary,-1,768,12,128,11,0.20868681737363476,0.20868681737363476,0.14954000170672238
protein,valid_long,1,2000,79271237,2.6015625,dual_triangle,rotary,-1,768,12,128,11,0.203830596281693,0.203830596281693,0.14575111850880998
protein,train,2,3000,118887464,2.59859375,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,2,3000,118887464,2.5625,dual_triangle,rotary,-1,768,12,128,11,0.2095505617977528,0.2095505617977528,0.1503138312407392
protein,valid_long,2,3000,118887464,2.578125,dual_triangle,rotary,-1,768,12,128,11,0.2114309063513548,0.2114309063513548,0.15077151174854309
protein,train,3,4000,158506944,2.58159375,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,3,4000,158506944,2.5546875,dual_triangle,rotary,-1,768,12,128,11,0.21980602348136805,0.21980602348136805,0.1607025767210608
protein,valid_long,3,4000,158506944,2.5703125,dual_triangle,rotary,-1,768,12,128,11,0.21339532032287728,0.21339532032287728,0.15272001208922092
protein,train,4,5000,198135791,2.570140625,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,4,5000,198135791,2.53125,dual_triangle,rotary,-1,768,12,128,11,0.22270720194894178,0.22270720194894178,0.16385161528870137
protein,valid_long,4,5000,198135791,2.5703125,dual_triangle,rotary,-1,768,12,128,11,0.21354954313817687,0.21354954313817687,0.15408677768963425
protein,train,5,6000,237713489,2.562765625,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,5,6000,237713489,2.53125,dual_triangle,rotary,-1,768,12,128,11,0.22287938529976747,0.22287938529976747,0.16428489503619376
protein,valid_long,5,6000,237713489,2.5703125,dual_triangle,rotary,-1,768,12,128,11,0.21271932602774435,0.21271932602774435,0.15464348494624797
protein,train,6,7000,277317608,2.5550625,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,6,7000,277317608,2.53125,dual_triangle,rotary,-1,768,12,128,11,0.22770242498972462,0.22770242498972462,0.16858940959173238
protein,valid_long,6,7000,277317608,2.5546875,dual_triangle,rotary,-1,768,12,128,11,0.21959931863829354,0.21959931863829354,0.15956656716015202
protein,train,7,8000,316873237,2.548109375,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,7,8000,316873237,2.5234375,dual_triangle,rotary,-1,768,12,128,11,0.2293400030626308,0.2293400030626308,0.17219626670921787
protein,valid_long,7,8000,316873237,2.5546875,dual_triangle,rotary,-1,768,12,128,11,0.21890439289680969,0.21890439289680969,0.16014020462864031
protein,train,8,9000,356507531,2.5418125,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,8,9000,356507531,2.515625,dual_triangle,rotary,-1,768,12,128,11,0.22980895582735267,0.22980895582735267,0.1727507974524971
protein,valid_long,8,9000,356507531,2.546875,dual_triangle,rotary,-1,768,12,128,11,0.2211414985187728,0.2211414985187728,0.16257951741491108
protein,train,9,10000,396143532,2.537,dual_triangle,rotary,-1,768,12,128,11,,,
