"Step","s33_dual_triangle_rotary_drop-1 - train/loss","s33_dual_triangle_rotary_drop-1 - train/loss__MIN","s33_dual_triangle_rotary_drop-1 - train/loss__MAX","s33_dual_triangle_rotary_drop700000000 - train/loss","s33_dual_triangle_rotary_drop700000000 - train/loss__MIN","s33_dual_triangle_rotary_drop700000000 - train/loss__MAX","s33_dual_triangle_none_drop-1 - train/loss","s33_dual_triangle_none_drop-1 - train/loss__MIN","s33_dual_triangle_none_drop-1 - train/loss__MAX","s33_causal_rotary_drop-1 - train/loss","s33_causal_rotary_drop-1 - train/loss__MIN","s33_causal_rotary_drop-1 - train/loss__MAX","s33_causal_rotary_drop700000000 - train/loss","s33_causal_rotary_drop700000000 - train/loss__MIN","s33_causal_rotary_drop700000000 - train/loss__MAX","s33_causal_none_drop-1 - train/loss","s33_causal_none_drop-1 - train/loss__MIN","s33_causal_none_drop-1 - train/loss__MAX","s33_bidirectional_rotary_drop-1 - train/loss","s33_bidirectional_rotary_drop-1 - train/loss__MIN","s33_bidirectional_rotary_drop-1 - train/loss__MAX","s33_bidirectional_rotary_drop700000000 - train/loss","s33_bidirectional_rotary_drop700000000 - train/loss__MIN","s33_bidirectional_rotary_drop700000000 - train/loss__MAX","s33_bidirectional_none_drop-1 - train/loss","s33_bidirectional_none_drop-1 - train/loss__MIN","s33_bidirectional_none_drop-1 - train/loss__MAX","s22_dual_triangle_rotary_drop-1 - train/loss","s22_dual_triangle_rotary_drop-1 - train/loss__MIN","s22_dual_triangle_rotary_drop-1 - train/loss__MAX","s22_dual_triangle_rotary_drop700000000 - train/loss","s22_dual_triangle_rotary_drop700000000 - train/loss__MIN","s22_dual_triangle_rotary_drop700000000 - train/loss__MAX","s22_dual_triangle_none_drop-1 - train/loss","s22_dual_triangle_none_drop-1 - train/loss__MIN","s22_dual_triangle_none_drop-1 - train/loss__MAX","s22_causal_rotary_drop-1 - train/loss","s22_causal_rotary_drop-1 - train/loss__MIN","s22_causal_rotary_drop-1 - train/loss__MAX","s22_causal_rotary_drop700000000 - train/loss","s22_causal_rotary_drop700000000 - train/loss__MIN","s22_causal_rotary_drop700000000 - train/loss__MAX","s22_causal_none_drop-1 - train/loss","s22_causal_none_drop-1 - train/loss__MIN","s22_causal_none_drop-1 - train/loss__MAX","s22_bidirectional_rotary_drop-1 - train/loss","s22_bidirectional_rotary_drop-1 - train/loss__MIN","s22_bidirectional_rotary_drop-1 - train/loss__MAX","s22_bidirectional_rotary_drop700000000 - train/loss","s22_bidirectional_rotary_drop700000000 - train/loss__MIN","s22_bidirectional_rotary_drop700000000 - train/loss__MAX","s22_bidirectional_none_drop-1 - train/loss","s22_bidirectional_none_drop-1 - train/loss__MIN","s22_bidirectional_none_drop-1 - train/loss__MAX","s11_dual_triangle_rotary_drop-1 - train/loss","s11_dual_triangle_rotary_drop-1 - train/loss__MIN","s11_dual_triangle_rotary_drop-1 - train/loss__MAX","s11_dual_triangle_rotary_drop700000000 - train/loss","s11_dual_triangle_rotary_drop700000000 - train/loss__MIN","s11_dual_triangle_rotary_drop700000000 - train/loss__MAX","s11_dual_triangle_none_drop-1 - train/loss","s11_dual_triangle_none_drop-1 - train/loss__MIN","s11_dual_triangle_none_drop-1 - train/loss__MAX","s11_causal_rotary_drop-1 - train/loss","s11_causal_rotary_drop-1 - train/loss__MIN","s11_causal_rotary_drop-1 - train/loss__MAX","s11_causal_rotary_drop700000000 - train/loss","s11_causal_rotary_drop700000000 - train/loss__MIN","s11_causal_rotary_drop700000000 - train/loss__MAX","s11_causal_none_drop-1 - train/loss","s11_causal_none_drop-1 - train/loss__MIN","s11_causal_none_drop-1 - train/loss__MAX","s11_bidirectional_rotary_drop-1 - train/loss","s11_bidirectional_rotary_drop-1 - train/loss__MIN","s11_bidirectional_rotary_drop-1 - train/loss__MAX","s11_bidirectional_rotary_drop700000000 - train/loss","s11_bidirectional_rotary_drop700000000 - train/loss__MIN","s11_bidirectional_rotary_drop700000000 - train/loss__MAX","s11_bidirectional_none_drop-1 - train/loss","s11_bidirectional_none_drop-1 - train/loss__MIN","s11_bidirectional_none_drop-1 - train/loss__MAX"
"5900","2.56234375","2.56234375","2.56234375","2.5621875","2.5621875","2.5621875","2.58078125","2.58078125","2.58078125","2.60640625","2.60640625","2.60640625","2.60640625","2.60640625","2.60640625","2.61703125","2.61703125","2.61703125","2.56765625","2.56765625","2.56765625","2.56765625","2.56765625","2.56765625","2.63484375","2.63484375","2.63484375","2.56046875","2.56046875","2.56046875","2.56015625","2.56015625","2.56015625","2.58109375","2.58109375","2.58109375","2.610625","2.610625","2.610625","2.61046875","2.61046875","2.61046875","2.6175","2.6175","2.6175","2.5675","2.5675","2.5675","2.5675","2.5675","2.5675","2.6353125","2.6353125","2.6353125","2.55921875","2.55921875","2.55921875","2.5578125","2.5578125","2.5578125","2.58046875","2.58046875","2.58046875","2.60953125","2.60953125","2.60953125","2.60984375","2.60984375","2.60984375","2.61875","2.61875","2.61875","2.56671875","2.56671875","2.56671875","2.56671875","2.56671875","2.56671875","2.6353125","2.6353125","2.6353125"
"6000","2.564484375","2.564484375","2.564484375","2.564515625","2.564515625","2.564515625","2.58196875","2.58196875","2.58196875","2.609234375","2.609234375","2.609234375","2.609171875","2.609171875","2.609171875","2.618","2.618","2.618","2.57140625","2.57140625","2.57140625","2.57140625","2.57140625","2.57140625","2.636375","2.636375","2.636375","2.5624375","2.5624375","2.5624375","2.56228125","2.56228125","2.56228125","2.582375","2.582375","2.582375","2.611796875","2.611796875","2.611796875","2.611828125","2.611828125","2.611828125","2.618953125","2.618953125","2.618953125","2.57046875","2.57046875","2.57046875","2.570453125","2.570453125","2.570453125","2.63603125","2.63603125","2.63603125","2.562765625","2.562765625","2.562765625","2.561203125","2.561203125","2.561203125","2.582515625","2.582515625","2.582515625","2.610921875","2.610921875","2.610921875","2.611109375","2.611109375","2.611109375","2.61884375","2.61884375","2.61884375","2.571375","2.571375","2.571375","2.571375","2.571375","2.571375","2.636078125","2.636078125","2.636078125"
"6100","2.56125","2.56125","2.56125","2.56140625","2.56140625","2.56140625","2.580625","2.580625","2.580625","2.60984375","2.60984375","2.60984375","2.6090625","2.6090625","2.6090625","2.6184375","2.6184375","2.6184375","2.56515625","2.56515625","2.56515625","2.56515625","2.56515625","2.56515625","2.633125","2.633125","2.633125","2.56015625","2.56015625","2.56015625","2.5603125","2.5603125","2.5603125","2.58140625","2.58140625","2.58140625","2.61","2.61","2.61","2.61","2.61","2.61","2.61921875","2.61921875","2.61921875","2.56546875","2.56546875","2.56546875","2.56546875","2.56546875","2.56546875","2.635625","2.635625","2.635625","2.55875","2.55875","2.55875","2.55671875","2.55671875","2.55671875","2.5809375","2.5809375","2.5809375","2.61015625","2.61015625","2.61015625","2.610625","2.610625","2.610625","2.61890625","2.61890625","2.61890625","2.56875","2.56875","2.56875","2.56875","2.56875","2.56875","2.636875","2.636875","2.636875"
"6200","2.5590625","2.5590625","2.5590625","2.55921875","2.55921875","2.55921875","2.58015625","2.58015625","2.58015625","2.61015625","2.61015625","2.61015625","2.61","2.61","2.61","2.6203125","2.6203125","2.6203125","2.5634375","2.5634375","2.5634375","2.5634375","2.5634375","2.5634375","2.6334375","2.6334375","2.6334375","2.555","2.555","2.555","2.55484375","2.55484375","2.55484375","2.5778125","2.5778125","2.5778125","2.60796875","2.60796875","2.60796875","2.60796875","2.60796875","2.60796875","2.61578125","2.61578125","2.61578125","2.56328125","2.56328125","2.56328125","2.5634375","2.5634375","2.5634375","2.6346875","2.6346875","2.6346875","2.559375","2.559375","2.559375","2.55734375","2.55734375","2.55734375","2.58171875","2.58171875","2.58171875","2.61125","2.61125","2.61125","2.6115625","2.6115625","2.6115625","2.6203125","2.6203125","2.6203125","2.569375","2.569375","2.569375","2.569375","2.569375","2.569375","2.639375","2.639375","2.639375"
"6300","2.55890625","2.55890625","2.55890625","2.55921875","2.55921875","2.55921875","2.5784375","2.5784375","2.5784375","2.60640625","2.60640625","2.60640625","2.60640625","2.60640625","2.60640625","2.6153125","2.6153125","2.6153125","2.565625","2.565625","2.565625","2.565625","2.565625","2.565625","2.63671875","2.63671875","2.63671875","2.55296875","2.55296875","2.55296875","2.5528125","2.5528125","2.5528125","2.57578125","2.57578125","2.57578125","2.60953125","2.60953125","2.60953125","2.60953125","2.60953125","2.60953125","2.61875","2.61875","2.61875","2.56265625","2.56265625","2.56265625","2.5625","2.5625","2.5625","2.63375","2.63375","2.63375","2.55703125","2.55703125","2.55703125","2.5559375","2.5559375","2.5559375","2.58046875","2.58046875","2.58046875","2.61","2.61","2.61","2.61078125","2.61078125","2.61078125","2.618125","2.618125","2.618125","2.56703125","2.56703125","2.56703125","2.56703125","2.56703125","2.56703125","2.63734375","2.63734375","2.63734375"
"6400","2.56","2.56","2.56","2.5603125","2.5603125","2.5603125","2.58125","2.58125","2.58125","2.60703125","2.60703125","2.60703125","2.6065625","2.6065625","2.6065625","2.61671875","2.61671875","2.61671875","2.564375","2.564375","2.564375","2.564375","2.564375","2.564375","2.635","2.635","2.635","2.55609375","2.55609375","2.55609375","2.5559375","2.5559375","2.5559375","2.57984375","2.57984375","2.57984375","2.60703125","2.60703125","2.60703125","2.606875","2.606875","2.606875","2.61453125","2.61453125","2.61453125","2.561875","2.561875","2.561875","2.561875","2.561875","2.561875","2.635","2.635","2.635","2.55203125","2.55203125","2.55203125","2.55015625","2.55015625","2.55015625","2.57609375","2.57609375","2.57609375","2.60875","2.60875","2.60875","2.6090625","2.6090625","2.6090625","2.61640625","2.61640625","2.61640625","2.5653125","2.5653125","2.5653125","2.5653125","2.5653125","2.5653125","2.63546875","2.63546875","2.63546875"
"6500","2.5596875","2.5596875","2.5596875","2.559375","2.559375","2.559375","2.57984375","2.57984375","2.57984375","2.6078125","2.6078125","2.6078125","2.60796875","2.60796875","2.60796875","2.61828125","2.61828125","2.61828125","2.56296875","2.56296875","2.56296875","2.56296875","2.56296875","2.56296875","2.6353125","2.6353125","2.6353125","2.5559375","2.5559375","2.5559375","2.55546875","2.55546875","2.55546875","2.5775","2.5775","2.5775","2.60875","2.60875","2.60875","2.60890625","2.60890625","2.60890625","2.6165625","2.6165625","2.6165625","2.56359375","2.56359375","2.56359375","2.563125","2.563125","2.563125","2.6359375","2.6359375","2.6359375","2.5559375","2.5559375","2.5559375","2.554375","2.554375","2.554375","2.579375","2.579375","2.579375","2.60875","2.60875","2.60875","2.60953125","2.60953125","2.60953125","2.6175","2.6175","2.6175","2.56640625","2.56640625","2.56640625","2.56640625","2.56640625","2.56640625","2.63671875","2.63671875","2.63671875"
"6600","2.558125","2.558125","2.558125","2.55859375","2.55859375","2.55859375","2.579375","2.579375","2.579375","2.6109375","2.6109375","2.6109375","2.6109375","2.6109375","2.6109375","2.6209375","2.6209375","2.6209375","2.56640625","2.56640625","2.56640625","2.56640625","2.56640625","2.56640625","2.6371875","2.6371875","2.6371875","2.55328125","2.55328125","2.55328125","2.55296875","2.55296875","2.55296875","2.5784375","2.5784375","2.5784375","2.60671875","2.60671875","2.60671875","2.60671875","2.60671875","2.60671875","2.615","2.615","2.615","2.561875","2.561875","2.561875","2.5621875","2.5621875","2.5621875","2.6353125","2.6353125","2.6353125","2.55265625","2.55265625","2.55265625","2.5509375","2.5509375","2.5509375","2.57609375","2.57609375","2.57609375","2.60734375","2.60734375","2.60734375","2.60859375","2.60859375","2.60859375","2.61546875","2.61546875","2.61546875","2.56484375","2.56484375","2.56484375","2.56484375","2.56484375","2.56484375","2.63765625","2.63765625","2.63765625"
"6700","2.55765625","2.55765625","2.55765625","2.5578125","2.5578125","2.5578125","2.5790625","2.5790625","2.5790625","2.60671875","2.60671875","2.60671875","2.60671875","2.60671875","2.60671875","2.61703125","2.61703125","2.61703125","2.5615625","2.5615625","2.5615625","2.5615625","2.5615625","2.5615625","2.6365625","2.6365625","2.6365625","2.553125","2.553125","2.553125","2.55296875","2.55296875","2.55296875","2.5771875","2.5771875","2.5771875","2.6084375","2.6084375","2.6084375","2.60859375","2.60859375","2.60859375","2.6175","2.6175","2.6175","2.56203125","2.56203125","2.56203125","2.56171875","2.56171875","2.56171875","2.6371875","2.6371875","2.6371875","2.55515625","2.55515625","2.55515625","2.55296875","2.55296875","2.55296875","2.576875","2.576875","2.576875","2.605625","2.605625","2.605625","2.60640625","2.60640625","2.60640625","2.61515625","2.61515625","2.61515625","2.564375","2.564375","2.564375","2.564375","2.564375","2.564375","2.63703125","2.63703125","2.63703125"
"6800","2.55765625","2.55765625","2.55765625","2.5575","2.5575","2.5575","2.57796875","2.57796875","2.57796875","2.60265625","2.60265625","2.60265625","2.6028125","2.6028125","2.6028125","2.61328125","2.61328125","2.61328125","2.56234375","2.56234375","2.56234375","2.56234375","2.56234375","2.56234375","2.634375","2.634375","2.634375","2.55171875","2.55171875","2.55171875","2.551875","2.551875","2.551875","2.5771875","2.5771875","2.5771875","2.6084375","2.6084375","2.6084375","2.6084375","2.6084375","2.6084375","2.61734375","2.61734375","2.61734375","2.55890625","2.55890625","2.55890625","2.55875","2.55875","2.55875","2.63421875","2.63421875","2.63421875","2.55109375","2.55109375","2.55109375","2.54921875","2.54921875","2.54921875","2.57453125","2.57453125","2.57453125","2.6071875","2.6071875","2.6071875","2.60734375","2.60734375","2.60734375","2.61640625","2.61640625","2.61640625","2.564375","2.564375","2.564375","2.564375","2.564375","2.564375","2.6365625","2.6365625","2.6365625"
"6900","2.55140625","2.55140625","2.55140625","2.55171875","2.55171875","2.55171875","2.574375","2.574375","2.574375","2.606875","2.606875","2.606875","2.60703125","2.60703125","2.60703125","2.61578125","2.61578125","2.61578125","2.56296875","2.56296875","2.56296875","2.56296875","2.56296875","2.56296875","2.63671875","2.63671875","2.63671875","2.55265625","2.55265625","2.55265625","2.55234375","2.55234375","2.55234375","2.5778125","2.5778125","2.5778125","2.60890625","2.60890625","2.60890625","2.60890625","2.60890625","2.60890625","2.6184375","2.6184375","2.6184375","2.56","2.56","2.56","2.56015625","2.56015625","2.56015625","2.636875","2.636875","2.636875","2.5553125","2.5553125","2.5553125","2.5534375","2.5534375","2.5534375","2.579375","2.579375","2.579375","2.60921875","2.60921875","2.60921875","2.61015625","2.61015625","2.61015625","2.6190625","2.6190625","2.6190625","2.56328125","2.56328125","2.56328125","2.56328125","2.56328125","2.56328125","2.6365625","2.6365625","2.6365625"
"7000","2.557640625","2.557640625","2.557640625","2.557796875","2.557796875","2.557796875","2.578515625","2.578515625","2.578515625","2.60734375","2.60734375","2.60734375","2.607265625","2.607265625","2.607265625","2.617140625","2.617140625","2.617140625","2.5635625","2.5635625","2.5635625","2.5635625","2.5635625","2.5635625","2.635328125","2.635328125","2.635328125","2.554140625","2.554140625","2.554140625","2.554","2.554","2.554","2.577875","2.577875","2.577875","2.608265625","2.608265625","2.608265625","2.608265625","2.608265625","2.608265625","2.616875","2.616875","2.616875","2.56196875","2.56196875","2.56196875","2.561921875","2.561921875","2.561921875","2.6355","2.6355","2.6355","2.5550625","2.5550625","2.5550625","2.553296875","2.553296875","2.553296875","2.578296875","2.578296875","2.578296875","2.60846875","2.60846875","2.60846875","2.609078125","2.609078125","2.609078125","2.6171875","2.6171875","2.6171875","2.565640625","2.565640625","2.565640625","2.565640625","2.565640625","2.565640625","2.6370625","2.6370625","2.6370625"
"7100","2.5534375","2.5534375","2.5534375","2.55375","2.55375","2.55375","2.57703125","2.57703125","2.57703125","2.6046875","2.6046875","2.6046875","2.6046875","2.6046875","2.6046875","2.6146875","2.6146875","2.6146875","2.5596875","2.5596875","2.5596875","2.5596875","2.5596875","2.5596875","2.6346875","2.6346875","2.6346875","2.54875","2.54875","2.54875","2.54890625","2.54890625","2.54890625","2.574375","2.574375","2.574375","2.606875","2.606875","2.606875","2.60703125","2.60703125","2.60703125","2.6159375","2.6159375","2.6159375","2.55953125","2.55953125","2.55953125","2.55921875","2.55921875","2.55921875","2.63546875","2.63546875","2.63546875","2.55265625","2.55265625","2.55265625","2.550625","2.550625","2.550625","2.57765625","2.57765625","2.57765625","2.60875","2.60875","2.60875","2.60890625","2.60890625","2.60890625","2.616875","2.616875","2.616875","2.56109375","2.56109375","2.56109375","2.56109375","2.56109375","2.56109375","2.6359375","2.6359375","2.6359375"
"7200","2.5484375","2.5484375","2.5484375","2.54859375","2.54859375","2.54859375","2.57140625","2.57140625","2.57140625","2.604375","2.604375","2.604375","2.60421875","2.60421875","2.60421875","2.615","2.615","2.615","2.55703125","2.55703125","2.55703125","2.55703125","2.55703125","2.55703125","2.633125","2.633125","2.633125","2.5503125","2.5503125","2.5503125","2.55","2.55","2.55","2.5759375","2.5759375","2.5759375","2.60734375","2.60734375","2.60734375","2.6075","2.6075","2.6075","2.61640625","2.61640625","2.61640625","2.55984375","2.55984375","2.55984375","2.56","2.56","2.56","2.63734375","2.63734375","2.63734375","2.5465625","2.5465625","2.5465625","2.54484375","2.54484375","2.54484375","2.57234375","2.57234375","2.57234375","2.6078125","2.6078125","2.6078125","2.6084375","2.6084375","2.6084375","2.61703125","2.61703125","2.61703125","2.5615625","2.5615625","2.5615625","2.5615625","2.5615625","2.5615625","2.6365625","2.6365625","2.6365625"
"7300","2.5484375","2.5484375","2.5484375","2.54859375","2.54859375","2.54859375","2.57328125","2.57328125","2.57328125","2.604375","2.604375","2.604375","2.604375","2.604375","2.604375","2.61421875","2.61421875","2.61421875","2.558125","2.558125","2.558125","2.558125","2.558125","2.558125","2.635625","2.635625","2.635625","2.55078125","2.55078125","2.55078125","2.55046875","2.55046875","2.55046875","2.57671875","2.57671875","2.57671875","2.6078125","2.6078125","2.6078125","2.60765625","2.60765625","2.60765625","2.61671875","2.61671875","2.61671875","2.55796875","2.55796875","2.55796875","2.55796875","2.55796875","2.55796875","2.63703125","2.63703125","2.63703125","2.54828125","2.54828125","2.54828125","2.54640625","2.54640625","2.54640625","2.5740625","2.5740625","2.5740625","2.60703125","2.60703125","2.60703125","2.606875","2.606875","2.606875","2.61703125","2.61703125","2.61703125","2.5584375","2.5584375","2.5584375","2.5584375","2.5584375","2.5584375","2.634375","2.634375","2.634375"
"7400","2.55234375","2.55234375","2.55234375","2.5521875","2.5521875","2.5521875","2.57703125","2.57703125","2.57703125","2.60671875","2.60671875","2.60671875","2.6065625","2.6065625","2.6065625","2.6175","2.6175","2.6175","2.5603125","2.5603125","2.5603125","2.5603125","2.5603125","2.5603125","2.63609375","2.63609375","2.63609375","2.54734375","2.54734375","2.54734375","2.54703125","2.54703125","2.54703125","2.57375","2.57375","2.57375","2.60703125","2.60703125","2.60703125","2.6065625","2.6065625","2.6065625","2.61484375","2.61484375","2.61484375","2.55640625","2.55640625","2.55640625","2.55625","2.55625","2.55625","2.635","2.635","2.635","2.55015625","2.55015625","2.55015625","2.54890625","2.54890625","2.54890625","2.5765625","2.5765625","2.5765625","2.6071875","2.6071875","2.6071875","2.60765625","2.60765625","2.60765625","2.6175","2.6175","2.6175","2.55796875","2.55796875","2.55796875","2.55796875","2.55796875","2.55796875","2.63609375","2.63609375","2.63609375"
"7500","2.5490625","2.5490625","2.5490625","2.5496875","2.5496875","2.5496875","2.57359375","2.57359375","2.57359375","2.605625","2.605625","2.605625","2.6053125","2.6053125","2.6053125","2.616875","2.616875","2.616875","2.55734375","2.55734375","2.55734375","2.55734375","2.55734375","2.55734375","2.63578125","2.63578125","2.63578125","2.548125","2.548125","2.548125","2.5484375","2.5484375","2.5484375","2.57484375","2.57484375","2.57484375","2.6071875","2.6071875","2.6071875","2.6071875","2.6071875","2.6071875","2.61703125","2.61703125","2.61703125","2.55640625","2.55640625","2.55640625","2.55640625","2.55640625","2.55640625","2.63703125","2.63703125","2.63703125","2.54703125","2.54703125","2.54703125","2.54578125","2.54578125","2.54578125","2.57421875","2.57421875","2.57421875","2.6046875","2.6046875","2.6046875","2.605625","2.605625","2.605625","2.61484375","2.61484375","2.61484375","2.5575","2.5575","2.5575","2.5575","2.5575","2.5575","2.63546875","2.63546875","2.63546875"
"7600","2.5471875","2.5471875","2.5471875","2.5475","2.5475","2.5475","2.57234375","2.57234375","2.57234375","2.604375","2.604375","2.604375","2.60453125","2.60453125","2.60453125","2.61625","2.61625","2.61625","2.55640625","2.55640625","2.55640625","2.55640625","2.55640625","2.55640625","2.635625","2.635625","2.635625","2.5490625","2.5490625","2.5490625","2.54875","2.54875","2.54875","2.57703125","2.57703125","2.57703125","2.60484375","2.60484375","2.60484375","2.60453125","2.60453125","2.60453125","2.61296875","2.61296875","2.61296875","2.55484375","2.55484375","2.55484375","2.55484375","2.55484375","2.55484375","2.63484375","2.63484375","2.63484375","2.5478125","2.5478125","2.5478125","2.54609375","2.54609375","2.54609375","2.57453125","2.57453125","2.57453125","2.605625","2.605625","2.605625","2.60625","2.60625","2.60625","2.61703125","2.61703125","2.61703125","2.55890625","2.55890625","2.55890625","2.55890625","2.55890625","2.55890625","2.6375","2.6375","2.6375"
"7700","2.549375","2.549375","2.549375","2.5496875","2.5496875","2.5496875","2.57328125","2.57328125","2.57328125","2.6034375","2.6034375","2.6034375","2.6034375","2.6034375","2.6034375","2.613125","2.613125","2.613125","2.55640625","2.55640625","2.55640625","2.55640625","2.55640625","2.55640625","2.634375","2.634375","2.634375","2.544375","2.544375","2.544375","2.54484375","2.54484375","2.54484375","2.57203125","2.57203125","2.57203125","2.60484375","2.60484375","2.60484375","2.60484375","2.60484375","2.60484375","2.614375","2.614375","2.614375","2.554375","2.554375","2.554375","2.554375","2.554375","2.554375","2.63484375","2.63484375","2.63484375","2.5490625","2.5490625","2.5490625","2.54765625","2.54765625","2.54765625","2.57546875","2.57546875","2.57546875","2.6046875","2.6046875","2.6046875","2.60546875","2.60546875","2.60546875","2.61625","2.61625","2.61625","2.56","2.56","2.56","2.56","2.56","2.56","2.63671875","2.63671875","2.63671875"
"7800","2.54890625","2.54890625","2.54890625","2.54953125","2.54953125","2.54953125","2.57609375","2.57609375","2.57609375","2.6053125","2.6053125","2.6053125","2.60546875","2.60546875","2.60546875","2.6165625","2.6165625","2.6165625","2.55671875","2.55671875","2.55671875","2.55671875","2.55671875","2.55671875","2.63625","2.63625","2.63625","2.54578125","2.54578125","2.54578125","2.54578125","2.54578125","2.54578125","2.5734375","2.5734375","2.5734375","2.60484375","2.60484375","2.60484375","2.605","2.605","2.605","2.6146875","2.6146875","2.6146875","2.554375","2.554375","2.554375","2.55375","2.55375","2.55375","2.63625","2.63625","2.63625","2.5453125","2.5453125","2.5453125","2.5434375","2.5434375","2.5434375","2.5721875","2.5721875","2.5721875","2.60484375","2.60484375","2.60484375","2.60625","2.60625","2.60625","2.61546875","2.61546875","2.61546875","2.554375","2.554375","2.554375","2.554375","2.554375","2.554375","2.63484375","2.63484375","2.63484375"
"7900","2.545","2.545","2.545","2.54515625","2.54515625","2.54515625","2.5721875","2.5721875","2.5721875","2.60328125","2.60328125","2.60328125","2.6034375","2.6034375","2.6034375","2.6153125","2.6153125","2.6153125","2.5534375","2.5534375","2.5534375","2.5534375","2.5534375","2.5534375","2.6334375","2.6334375","2.6334375","2.54765625","2.54765625","2.54765625","2.5478125","2.5478125","2.5478125","2.5746875","2.5746875","2.5746875","2.606875","2.606875","2.606875","2.60671875","2.60671875","2.60671875","2.61609375","2.61609375","2.61609375","2.55265625","2.55265625","2.55265625","2.5525","2.5525","2.5525","2.63515625","2.63515625","2.63515625","2.54828125","2.54828125","2.54828125","2.5459375","2.5459375","2.5459375","2.575625","2.575625","2.575625","2.604375","2.604375","2.604375","2.605","2.605","2.605","2.6134375","2.6134375","2.6134375","2.55375","2.55375","2.55375","2.55375","2.55375","2.55375","2.63390625","2.63390625","2.63390625"
"8000","2.54925","2.54925","2.54925","2.5495","2.5495","2.5495","2.574390625","2.574390625","2.574390625","2.6048125","2.6048125","2.6048125","2.604796875","2.604796875","2.604796875","2.615671875","2.615671875","2.615671875","2.55703125","2.55703125","2.55703125","2.55703125","2.55703125","2.55703125","2.63496875","2.63496875","2.63496875","2.547359375","2.547359375","2.547359375","2.547328125","2.547328125","2.547328125","2.57428125","2.57428125","2.57428125","2.606234375","2.606234375","2.606234375","2.606171875","2.606171875","2.606171875","2.615296875","2.615296875","2.615296875","2.555609375","2.555609375","2.555609375","2.5555","2.5555","2.5555","2.635796875","2.635796875","2.635796875","2.548109375","2.548109375","2.548109375","2.54634375","2.54634375","2.54634375","2.57465625","2.57465625","2.57465625","2.60590625","2.60590625","2.60590625","2.606515625","2.606515625","2.606515625","2.6160625","2.6160625","2.6160625","2.557953125","2.557953125","2.557953125","2.557953125","2.557953125","2.557953125","2.6356875","2.6356875","2.6356875"
"8100","2.548125","2.548125","2.548125","2.54890625","2.54890625","2.54890625","2.57484375","2.57484375","2.57484375","2.604375","2.604375","2.604375","2.60453125","2.60453125","2.60453125","2.61671875","2.61671875","2.61671875","2.55515625","2.55515625","2.55515625","2.55515625","2.55515625","2.55515625","2.6365625","2.6365625","2.6365625","2.54171875","2.54171875","2.54171875","2.54203125","2.54203125","2.54203125","2.57171875","2.57171875","2.57171875","2.6040625","2.6040625","2.6040625","2.60375","2.60375","2.60375","2.61359375","2.61359375","2.61359375","2.54953125","2.54953125","2.54953125","2.54953125","2.54953125","2.54953125","2.6328125","2.6328125","2.6328125","2.545625","2.545625","2.545625","2.5434375","2.5434375","2.5434375","2.573125","2.573125","2.573125","2.60515625","2.60515625","2.60515625","2.60578125","2.60578125","2.60578125","2.61625","2.61625","2.61625","2.554375","2.554375","2.554375","2.554375","2.554375","2.554375","2.63640625","2.63640625","2.63640625"
"8200","2.546875","2.546875","2.546875","2.54734375","2.54734375","2.54734375","2.57328125","2.57328125","2.57328125","2.6053125","2.6053125","2.6053125","2.60515625","2.60515625","2.60515625","2.61703125","2.61703125","2.61703125","2.555625","2.555625","2.555625","2.555625","2.555625","2.555625","2.63734375","2.63734375","2.63734375","2.545","2.545","2.545","2.545","2.545","2.545","2.57421875","2.57421875","2.57421875","2.60453125","2.60453125","2.60453125","2.60484375","2.60484375","2.60484375","2.61484375","2.61484375","2.61484375","2.5484375","2.5484375","2.5484375","2.54828125","2.54828125","2.54828125","2.631875","2.631875","2.631875","2.5409375","2.5409375","2.5409375","2.53921875","2.53921875","2.53921875","2.57078125","2.57078125","2.57078125","2.60328125","2.60328125","2.60328125","2.60390625","2.60390625","2.60390625","2.61609375","2.61609375","2.61609375","2.55140625","2.55140625","2.55140625","2.55140625","2.55140625","2.55140625","2.63453125","2.63453125","2.63453125"
"8300","2.54546875","2.54546875","2.54546875","2.54515625","2.54515625","2.54515625","2.57125","2.57125","2.57125","2.603125","2.603125","2.603125","2.603125","2.603125","2.603125","2.6153125","2.6153125","2.6153125","2.553125","2.553125","2.553125","2.553125","2.553125","2.553125","2.6359375","2.6359375","2.6359375","2.54453125","2.54453125","2.54453125","2.5440625","2.5440625","2.5440625","2.57375","2.57375","2.57375","2.6040625","2.6040625","2.6040625","2.6040625","2.6040625","2.6040625","2.6140625","2.6140625","2.6140625","2.5528125","2.5528125","2.5528125","2.553125","2.553125","2.553125","2.6371875","2.6371875","2.6371875","2.54578125","2.54578125","2.54578125","2.544375","2.544375","2.544375","2.573125","2.573125","2.573125","2.6040625","2.6040625","2.6040625","2.6046875","2.6046875","2.6046875","2.61484375","2.61484375","2.61484375","2.5525","2.5525","2.5525","2.5525","2.5525","2.5525","2.63609375","2.63609375","2.63609375"
