"Step","s33_dual_triangle_rotary_drop-1 - train/loss","s33_dual_triangle_rotary_drop-1 - train/loss__MIN","s33_dual_triangle_rotary_drop-1 - train/loss__MAX","s33_dual_triangle_rotary_drop700000000 - train/loss","s33_dual_triangle_rotary_drop700000000 - train/loss__MIN","s33_dual_triangle_rotary_drop700000000 - train/loss__MAX","s33_dual_triangle_none_drop-1 - train/loss","s33_dual_triangle_none_drop-1 - train/loss__MIN","s33_dual_triangle_none_drop-1 - train/loss__MAX","s33_causal_rotary_drop-1 - train/loss","s33_causal_rotary_drop-1 - train/loss__MIN","s33_causal_rotary_drop-1 - train/loss__MAX","s33_causal_rotary_drop700000000 - train/loss","s33_causal_rotary_drop700000000 - train/loss__MIN","s33_causal_rotary_drop700000000 - train/loss__MAX","s33_causal_none_drop-1 - train/loss","s33_causal_none_drop-1 - train/loss__MIN","s33_causal_none_drop-1 - train/loss__MAX","s33_bidirectional_rotary_drop-1 - train/loss","s33_bidirectional_rotary_drop-1 - train/loss__MIN","s33_bidirectional_rotary_drop-1 - train/loss__MAX","s33_bidirectional_rotary_drop700000000 - train/loss","s33_bidirectional_rotary_drop700000000 - train/loss__MIN","s33_bidirectional_rotary_drop700000000 - train/loss__MAX","s33_bidirectional_none_drop-1 - train/loss","s33_bidirectional_none_drop-1 - train/loss__MIN","s33_bidirectional_none_drop-1 - train/loss__MAX","s22_dual_triangle_rotary_drop-1 - train/loss","s22_dual_triangle_rotary_drop-1 - train/loss__MIN","s22_dual_triangle_rotary_drop-1 - train/loss__MAX","s22_dual_triangle_rotary_drop700000000 - train/loss","s22_dual_triangle_rotary_drop700000000 - train/loss__MIN","s22_dual_triangle_rotary_drop700000000 - train/loss__MAX","s22_dual_triangle_none_drop-1 - train/loss","s22_dual_triangle_none_drop-1 - train/loss__MIN","s22_dual_triangle_none_drop-1 - train/loss__MAX","s22_causal_rotary_drop-1 - train/loss","s22_causal_rotary_drop-1 - train/loss__MIN","s22_causal_rotary_drop-1 - train/loss__MAX","s22_causal_rotary_drop700000000 - train/loss","s22_causal_rotary_drop700000000 - train/loss__MIN","s22_causal_rotary_drop700000000 - train/loss__MAX","s22_causal_none_drop-1 - train/loss","s22_causal_none_drop-1 - train/loss__MIN","s22_causal_none_drop-1 - train/loss__MAX","s22_bidirectional_rotary_drop-1 - train/loss","s22_bidirectional_rotary_drop-1 - train/loss__MIN","s22_bidirectional_rotary_drop-1 - train/loss__MAX","s22_bidirectional_rotary_drop700000000 - train/loss","s22_bidirectional_rotary_drop700000000 - train/loss__MIN","s22_bidirectional_rotary_drop700000000 - train/loss__MAX","s22_bidirectional_none_drop-1 - train/loss","s22_bidirectional_none_drop-1 - train/loss__MIN","s22_bidirectional_none_drop-1 - train/loss__MAX","s11_dual_triangle_rotary_drop-1 - train/loss","s11_dual_triangle_rotary_drop-1 - train/loss__MIN","s11_dual_triangle_rotary_drop-1 - train/loss__MAX","s11_dual_triangle_rotary_drop700000000 - train/loss","s11_dual_triangle_rotary_drop700000000 - train/loss__MIN","s11_dual_triangle_rotary_drop700000000 - train/loss__MAX","s11_dual_triangle_none_drop-1 - train/loss","s11_dual_triangle_none_drop-1 - train/loss__MIN","s11_dual_triangle_none_drop-1 - train/loss__MAX","s11_causal_rotary_drop-1 - train/loss","s11_causal_rotary_drop-1 - train/loss__MIN","s11_causal_rotary_drop-1 - train/loss__MAX","s11_causal_rotary_drop700000000 - train/loss","s11_causal_rotary_drop700000000 - train/loss__MIN","s11_causal_rotary_drop700000000 - train/loss__MAX","s11_causal_none_drop-1 - train/loss","s11_causal_none_drop-1 - train/loss__MIN","s11_causal_none_drop-1 - train/loss__MAX","s11_bidirectional_rotary_drop-1 - train/loss","s11_bidirectional_rotary_drop-1 - train/loss__MIN","s11_bidirectional_rotary_drop-1 - train/loss__MAX","s11_bidirectional_rotary_drop700000000 - train/loss","s11_bidirectional_rotary_drop700000000 - train/loss__MIN","s11_bidirectional_rotary_drop700000000 - train/loss__MAX","s11_bidirectional_none_drop-1 - train/loss","s11_bidirectional_none_drop-1 - train/loss__MIN","s11_bidirectional_none_drop-1 - train/loss__MAX"
"12700","2.52640625","2.52640625","2.52640625","2.5265625","2.5265625","2.5265625","2.56234375","2.56234375","2.56234375","2.59515625","2.59515625","2.59515625","2.59515625","2.59515625","2.59515625","2.61140625","2.61140625","2.61140625","2.53234375","2.53234375","2.53234375","2.53234375","2.53234375","2.53234375","2.6359375","2.6359375","2.6359375","2.520625","2.520625","2.520625","2.52078125","2.52078125","2.52078125","2.5575","2.5575","2.5575","2.5928125","2.5928125","2.5928125","2.59265625","2.59265625","2.59265625","2.608125","2.608125","2.608125","2.52453125","2.52453125","2.52453125","2.52484375","2.52484375","2.52484375","2.63296875","2.63296875","2.63296875","2.5228125","2.5228125","2.5228125","2.521875","2.521875","2.521875","2.55859375","2.55859375","2.55859375","2.59515625","2.59515625","2.59515625","2.59515625","2.59515625","2.59515625","2.60984375","2.60984375","2.60984375","2.53171875","2.53171875","2.53171875","2.53171875","2.53171875","2.53171875","2.635","2.635","2.635"
"12800","2.52546875","2.52546875","2.52546875","2.52546875","2.52546875","2.52546875","2.55984375","2.55984375","2.55984375","2.59359375","2.59359375","2.59359375","2.5934375","2.5934375","2.5934375","2.61015625","2.61015625","2.61015625","2.5334375","2.5334375","2.5334375","2.5334375","2.5334375","2.5334375","2.63625","2.63625","2.63625","2.52265625","2.52265625","2.52265625","2.52328125","2.52328125","2.52328125","2.55875","2.55875","2.55875","2.5959375","2.5959375","2.5959375","2.5959375","2.5959375","2.5959375","2.61109375","2.61109375","2.61109375","2.52640625","2.52640625","2.52640625","2.52609375","2.52609375","2.52609375","2.6359375","2.6359375","2.6359375","2.5203125","2.5203125","2.5203125","2.51953125","2.51953125","2.51953125","2.5565625","2.5565625","2.5565625","2.59390625","2.59390625","2.59390625","2.59375","2.59375","2.59375","2.609375","2.609375","2.609375","2.52734375","2.52734375","2.52734375","2.52734375","2.52734375","2.52734375","2.63328125","2.63328125","2.63328125"
"12900","2.52265625","2.52265625","2.52265625","2.5225","2.5225","2.5225","2.55765625","2.55765625","2.55765625","2.59109375","2.59109375","2.59109375","2.59109375","2.59109375","2.59109375","2.6075","2.6075","2.6075","2.5284375","2.5284375","2.5284375","2.5284375","2.5284375","2.5284375","2.63109375","2.63109375","2.63109375","2.52359375","2.52359375","2.52359375","2.52359375","2.52359375","2.52359375","2.5590625","2.5590625","2.5590625","2.59578125","2.59578125","2.59578125","2.59578125","2.59578125","2.59578125","2.610625","2.610625","2.610625","2.5284375","2.5284375","2.5284375","2.52859375","2.52859375","2.52859375","2.63640625","2.63640625","2.63640625","2.52515625","2.52515625","2.52515625","2.5240625","2.5240625","2.5240625","2.5603125","2.5603125","2.5603125","2.5925","2.5925","2.5925","2.59265625","2.59265625","2.59265625","2.60953125","2.60953125","2.60953125","2.530625","2.530625","2.530625","2.530625","2.530625","2.530625","2.63375","2.63375","2.63375"
"13000","2.5245","2.5245","2.5245","2.524796875","2.524796875","2.524796875","2.55965625","2.55965625","2.55965625","2.5936875","2.5936875","2.5936875","2.5936875","2.5936875","2.5936875","2.609734375","2.609734375","2.609734375","2.532046875","2.532046875","2.532046875","2.532046875","2.532046875","2.532046875","2.63421875","2.63421875","2.63421875","2.523109375","2.523109375","2.523109375","2.523390625","2.523390625","2.523390625","2.55934375","2.55934375","2.55934375","2.595203125","2.595203125","2.595203125","2.595015625","2.595015625","2.595015625","2.61040625","2.61040625","2.61040625","2.527609375","2.527609375","2.527609375","2.52759375","2.52759375","2.52759375","2.63503125","2.63503125","2.63503125","2.52421875","2.52421875","2.52421875","2.523078125","2.523078125","2.523078125","2.55946875","2.55946875","2.55946875","2.594265625","2.594265625","2.594265625","2.594109375","2.594109375","2.594109375","2.609953125","2.609953125","2.609953125","2.53084375","2.53084375","2.53084375","2.53084375","2.53084375","2.53084375","2.63384375","2.63384375","2.63384375"
"13100","2.5209375","2.5209375","2.5209375","2.52140625","2.52140625","2.52140625","2.55734375","2.55734375","2.55734375","2.5909375","2.5909375","2.5909375","2.59109375","2.59109375","2.59109375","2.6078125","2.6078125","2.6078125","2.53078125","2.53078125","2.53078125","2.53078125","2.53078125","2.53078125","2.6334375","2.6334375","2.6334375","2.52109375","2.52109375","2.52109375","2.52125","2.52125","2.52125","2.55671875","2.55671875","2.55671875","2.59359375","2.59359375","2.59359375","2.59359375","2.59359375","2.59359375","2.6109375","2.6109375","2.6109375","2.5278125","2.5278125","2.5278125","2.52765625","2.52765625","2.52765625","2.63671875","2.63671875","2.63671875","2.51875","2.51875","2.51875","2.51828125","2.51828125","2.51828125","2.55515625","2.55515625","2.55515625","2.5925","2.5925","2.5925","2.5934375","2.5934375","2.5934375","2.609375","2.609375","2.609375","2.52703125","2.52703125","2.52703125","2.52703125","2.52703125","2.52703125","2.6346875","2.6346875","2.6346875"
"13200","2.52328125","2.52328125","2.52328125","2.52296875","2.52296875","2.52296875","2.55796875","2.55796875","2.55796875","2.59453125","2.59453125","2.59453125","2.5940625","2.5940625","2.5940625","2.6096875","2.6096875","2.6096875","2.5303125","2.5303125","2.5303125","2.5303125","2.5303125","2.5303125","2.6359375","2.6359375","2.6359375","2.52171875","2.52171875","2.52171875","2.52234375","2.52234375","2.52234375","2.55859375","2.55859375","2.55859375","2.5925","2.5925","2.5925","2.5921875","2.5921875","2.5921875","2.606875","2.606875","2.606875","2.52296875","2.52296875","2.52296875","2.52296875","2.52296875","2.52296875","2.6328125","2.6328125","2.6328125","2.5228125","2.5228125","2.5228125","2.52203125","2.52203125","2.52203125","2.55875","2.55875","2.55875","2.59296875","2.59296875","2.59296875","2.59296875","2.59296875","2.59296875","2.60859375","2.60859375","2.60859375","2.528125","2.528125","2.528125","2.528125","2.528125","2.528125","2.63375","2.63375","2.63375"
"13300","2.52109375","2.52109375","2.52109375","2.52109375","2.52109375","2.52109375","2.55671875","2.55671875","2.55671875","2.5959375","2.5959375","2.5959375","2.5953125","2.5953125","2.5953125","2.61125","2.61125","2.61125","2.52859375","2.52859375","2.52859375","2.52859375","2.52859375","2.52859375","2.63453125","2.63453125","2.63453125","2.5196875","2.5196875","2.5196875","2.51984375","2.51984375","2.51984375","2.5559375","2.5559375","2.5559375","2.5940625","2.5940625","2.5940625","2.5940625","2.5940625","2.5940625","2.609375","2.609375","2.609375","2.52578125","2.52578125","2.52578125","2.52546875","2.52546875","2.52546875","2.63484375","2.63484375","2.63484375","2.52171875","2.52171875","2.52171875","2.5215625","2.5215625","2.5215625","2.55640625","2.55640625","2.55640625","2.58890625","2.58890625","2.58890625","2.5884375","2.5884375","2.5884375","2.60484375","2.60484375","2.60484375","2.52703125","2.52703125","2.52703125","2.52703125","2.52703125","2.52703125","2.63359375","2.63359375","2.63359375"
"13400","2.52171875","2.52171875","2.52171875","2.52203125","2.52203125","2.52203125","2.5565625","2.5565625","2.5565625","2.59140625","2.59140625","2.59140625","2.59109375","2.59109375","2.59109375","2.60875","2.60875","2.60875","2.52671875","2.52671875","2.52671875","2.52671875","2.52671875","2.52671875","2.6315625","2.6315625","2.6315625","2.52109375","2.52109375","2.52109375","2.5209375","2.5209375","2.5209375","2.55671875","2.55671875","2.55671875","2.590625","2.590625","2.590625","2.59","2.59","2.59","2.6065625","2.6065625","2.6065625","2.5234375","2.5234375","2.5234375","2.5228125","2.5228125","2.5228125","2.63265625","2.63265625","2.63265625","2.51984375","2.51984375","2.51984375","2.5184375","2.5184375","2.5184375","2.5565625","2.5565625","2.5565625","2.5946875","2.5946875","2.5946875","2.595","2.595","2.595","2.61171875","2.61171875","2.61171875","2.5290625","2.5290625","2.5290625","2.5290625","2.5290625","2.5290625","2.63609375","2.63609375","2.63609375"
"13500","2.52125","2.52125","2.52125","2.5215625","2.5215625","2.5215625","2.5575","2.5575","2.5575","2.59359375","2.59359375","2.59359375","2.5934375","2.5934375","2.5934375","2.6103125","2.6103125","2.6103125","2.53171875","2.53171875","2.53171875","2.53171875","2.53171875","2.53171875","2.6371875","2.6371875","2.6371875","2.5153125","2.5153125","2.5153125","2.51453125","2.51453125","2.51453125","2.55265625","2.55265625","2.55265625","2.5915625","2.5915625","2.5915625","2.59140625","2.59140625","2.59140625","2.60765625","2.60765625","2.60765625","2.52140625","2.52140625","2.52140625","2.52203125","2.52203125","2.52203125","2.63328125","2.63328125","2.63328125","2.52234375","2.52234375","2.52234375","2.52140625","2.52140625","2.52140625","2.558125","2.558125","2.558125","2.5953125","2.5953125","2.5953125","2.5946875","2.5946875","2.5946875","2.610625","2.610625","2.610625","2.52875","2.52875","2.52875","2.52875","2.52875","2.52875","2.6346875","2.6346875","2.6346875"
"13600","2.52171875","2.52171875","2.52171875","2.5215625","2.5215625","2.5215625","2.55671875","2.55671875","2.55671875","2.59015625","2.59015625","2.59015625","2.59","2.59","2.59","2.6065625","2.6065625","2.6065625","2.5284375","2.5284375","2.5284375","2.5284375","2.5284375","2.5284375","2.6340625","2.6340625","2.6340625","2.5196875","2.5196875","2.5196875","2.519375","2.519375","2.519375","2.55578125","2.55578125","2.55578125","2.59453125","2.59453125","2.59453125","2.59375","2.59375","2.59375","2.609375","2.609375","2.609375","2.5246875","2.5246875","2.5246875","2.5246875","2.5246875","2.5246875","2.636875","2.636875","2.636875","2.5228125","2.5228125","2.5228125","2.5215625","2.5215625","2.5215625","2.55734375","2.55734375","2.55734375","2.59390625","2.59390625","2.59390625","2.59421875","2.59421875","2.59421875","2.60984375","2.60984375","2.60984375","2.52875","2.52875","2.52875","2.52875","2.52875","2.52875","2.63609375","2.63609375","2.63609375"
"13700","2.52","2.52","2.52","2.52","2.52","2.52","2.555625","2.555625","2.555625","2.59296875","2.59296875","2.59296875","2.5928125","2.5928125","2.5928125","2.609375","2.609375","2.609375","2.529375","2.529375","2.529375","2.529375","2.529375","2.529375","2.6346875","2.6346875","2.6346875","2.5175","2.5175","2.5175","2.51796875","2.51796875","2.51796875","2.555","2.555","2.555","2.59203125","2.59203125","2.59203125","2.59203125","2.59203125","2.59203125","2.60828125","2.60828125","2.60828125","2.519375","2.519375","2.519375","2.519375","2.519375","2.519375","2.6334375","2.6334375","2.6334375","2.515625","2.515625","2.515625","2.515625","2.515625","2.515625","2.5525","2.5525","2.5525","2.59109375","2.59109375","2.59109375","2.59140625","2.59140625","2.59140625","2.60734375","2.60734375","2.60734375","2.52671875","2.52671875","2.52671875","2.52671875","2.52671875","2.52671875","2.63421875","2.63421875","2.63421875"
"13800","2.52140625","2.52140625","2.52140625","2.521875","2.521875","2.521875","2.55734375","2.55734375","2.55734375","2.58890625","2.58890625","2.58890625","2.58953125","2.58953125","2.58953125","2.60640625","2.60640625","2.60640625","2.52640625","2.52640625","2.52640625","2.52640625","2.52640625","2.52640625","2.63453125","2.63453125","2.63453125","2.51953125","2.51953125","2.51953125","2.5196875","2.5196875","2.5196875","2.5565625","2.5565625","2.5565625","2.59234375","2.59234375","2.59234375","2.59265625","2.59265625","2.59265625","2.6084375","2.6084375","2.6084375","2.52453125","2.52453125","2.52453125","2.52421875","2.52421875","2.52421875","2.63515625","2.63515625","2.63515625","2.51796875","2.51796875","2.51796875","2.5171875","2.5171875","2.5171875","2.5540625","2.5540625","2.5540625","2.59171875","2.59171875","2.59171875","2.591875","2.591875","2.591875","2.6084375","2.6084375","2.6084375","2.52453125","2.52453125","2.52453125","2.52453125","2.52453125","2.52453125","2.63296875","2.63296875","2.63296875"
"13900","2.52390625","2.52390625","2.52390625","2.524375","2.524375","2.524375","2.559375","2.559375","2.559375","2.59546875","2.59546875","2.59546875","2.59515625","2.59515625","2.59515625","2.61015625","2.61015625","2.61015625","2.529375","2.529375","2.529375","2.529375","2.529375","2.529375","2.636875","2.636875","2.636875","2.516875","2.516875","2.516875","2.51734375","2.51734375","2.51734375","2.55375","2.55375","2.55375","2.5903125","2.5903125","2.5903125","2.590625","2.590625","2.590625","2.60640625","2.60640625","2.60640625","2.52125","2.52125","2.52125","2.52140625","2.52140625","2.52140625","2.63421875","2.63421875","2.63421875","2.52140625","2.52140625","2.52140625","2.520625","2.520625","2.520625","2.55734375","2.55734375","2.55734375","2.59171875","2.59171875","2.59171875","2.59078125","2.59078125","2.59078125","2.60796875","2.60796875","2.60796875","2.52578125","2.52578125","2.52578125","2.52578125","2.52578125","2.52578125","2.63453125","2.63453125","2.63453125"
"14000","2.521296875","2.521296875","2.521296875","2.521453125","2.521453125","2.521453125","2.556890625","2.556890625","2.556890625","2.59253125","2.59253125","2.59253125","2.592375","2.592375","2.592375","2.6089375","2.6089375","2.6089375","2.528796875","2.528796875","2.528796875","2.528796875","2.528796875","2.528796875","2.63475","2.63475","2.63475","2.518953125","2.518953125","2.518953125","2.519078125","2.519078125","2.519078125","2.555578125","2.555578125","2.555578125","2.592609375","2.592609375","2.592609375","2.5925","2.5925","2.5925","2.608390625","2.608390625","2.608390625","2.522921875","2.522921875","2.522921875","2.522953125","2.522953125","2.522953125","2.634234375","2.634234375","2.634234375","2.52025","2.52025","2.52025","2.51940625","2.51940625","2.51940625","2.556109375","2.556109375","2.556109375","2.592515625","2.592515625","2.592515625","2.592421875","2.592421875","2.592421875","2.608765625","2.608765625","2.608765625","2.527046875","2.527046875","2.527046875","2.527046875","2.527046875","2.527046875","2.634453125","2.634453125","2.634453125"
"14100","2.52328125","2.52328125","2.52328125","2.52328125","2.52328125","2.52328125","2.5578125","2.5578125","2.5578125","2.59140625","2.59140625","2.59140625","2.59140625","2.59140625","2.59140625","2.6084375","2.6084375","2.6084375","2.5271875","2.5271875","2.5271875","2.5271875","2.5271875","2.5271875","2.63453125","2.63453125","2.63453125","2.51625","2.51625","2.51625","2.5159375","2.5159375","2.5159375","2.55390625","2.55390625","2.55390625","2.588125","2.588125","2.588125","2.588125","2.588125","2.588125","2.6046875","2.6046875","2.6046875","2.51921875","2.51921875","2.51921875","2.52015625","2.52015625","2.52015625","2.6340625","2.6340625","2.6340625","2.5184375","2.5184375","2.5184375","2.51734375","2.51734375","2.51734375","2.55421875","2.55421875","2.55421875","2.59296875","2.59296875","2.59296875","2.5934375","2.5934375","2.5934375","2.60921875","2.60921875","2.60921875","2.524375","2.524375","2.524375","2.524375","2.524375","2.524375","2.634375","2.634375","2.634375"
"14200","2.5196875","2.5196875","2.5196875","2.52140625","2.52140625","2.52140625","2.5565625","2.5565625","2.5565625","2.591875","2.591875","2.591875","2.59140625","2.59140625","2.59140625","2.608125","2.608125","2.608125","2.52515625","2.52515625","2.52515625","2.52515625","2.52515625","2.52515625","2.63328125","2.63328125","2.63328125","2.5178125","2.5178125","2.5178125","2.51828125","2.51828125","2.51828125","2.55375","2.55375","2.55375","2.59484375","2.59484375","2.59484375","2.59421875","2.59421875","2.59421875","2.6109375","2.6109375","2.6109375","2.5221875","2.5221875","2.5221875","2.52234375","2.52234375","2.52234375","2.63375","2.63375","2.63375","2.520625","2.520625","2.520625","2.51921875","2.51921875","2.51921875","2.55515625","2.55515625","2.55515625","2.59328125","2.59328125","2.59328125","2.5925","2.5925","2.5925","2.60890625","2.60890625","2.60890625","2.5234375","2.5234375","2.5234375","2.5234375","2.5234375","2.5234375","2.63421875","2.63421875","2.63421875"
"14300","2.52046875","2.52046875","2.52046875","2.520625","2.520625","2.520625","2.55453125","2.55453125","2.55453125","2.59328125","2.59328125","2.59328125","2.59328125","2.59328125","2.59328125","2.6096875","2.6096875","2.6096875","2.52703125","2.52703125","2.52703125","2.52703125","2.52703125","2.52703125","2.63390625","2.63390625","2.63390625","2.5178125","2.5178125","2.5178125","2.51828125","2.51828125","2.51828125","2.55421875","2.55421875","2.55421875","2.59125","2.59125","2.59125","2.590625","2.590625","2.590625","2.60796875","2.60796875","2.60796875","2.52078125","2.52078125","2.52078125","2.52046875","2.52046875","2.52046875","2.63453125","2.63453125","2.63453125","2.515625","2.515625","2.515625","2.51453125","2.51453125","2.51453125","2.55078125","2.55078125","2.55078125","2.58765625","2.58765625","2.58765625","2.588125","2.588125","2.588125","2.6046875","2.6046875","2.6046875","2.520625","2.520625","2.520625","2.520625","2.520625","2.520625","2.631875","2.631875","2.631875"
"14400","2.5190625","2.5190625","2.5190625","2.519375","2.519375","2.519375","2.55484375","2.55484375","2.55484375","2.59046875","2.59046875","2.59046875","2.590625","2.590625","2.590625","2.6075","2.6075","2.6075","2.52625","2.52625","2.52625","2.52625","2.52625","2.52625","2.633125","2.633125","2.633125","2.51671875","2.51671875","2.51671875","2.51734375","2.51734375","2.51734375","2.5528125","2.5528125","2.5528125","2.59140625","2.59140625","2.59140625","2.59078125","2.59078125","2.59078125","2.60765625","2.60765625","2.60765625","2.520625","2.520625","2.520625","2.5203125","2.5203125","2.5203125","2.63578125","2.63578125","2.63578125","2.52015625","2.52015625","2.52015625","2.51953125","2.51953125","2.51953125","2.555","2.555","2.555","2.5921875","2.5921875","2.5921875","2.5925","2.5925","2.5925","2.60921875","2.60921875","2.60921875","2.526875","2.526875","2.526875","2.526875","2.526875","2.526875","2.63765625","2.63765625","2.63765625"
"14500","2.52","2.52","2.52","2.5203125","2.5203125","2.5203125","2.55578125","2.55578125","2.55578125","2.59015625","2.59015625","2.59015625","2.59015625","2.59015625","2.59015625","2.60703125","2.60703125","2.60703125","2.52734375","2.52734375","2.52734375","2.52734375","2.52734375","2.52734375","2.63546875","2.63546875","2.63546875","2.515625","2.515625","2.515625","2.51640625","2.51640625","2.51640625","2.55328125","2.55328125","2.55328125","2.58953125","2.58953125","2.58953125","2.58953125","2.58953125","2.58953125","2.60625","2.60625","2.60625","2.51875","2.51875","2.51875","2.518125","2.518125","2.518125","2.63390625","2.63390625","2.63390625","2.51703125","2.51703125","2.51703125","2.51578125","2.51578125","2.51578125","2.5515625","2.5515625","2.5515625","2.5890625","2.5890625","2.5890625","2.58953125","2.58953125","2.58953125","2.60578125","2.60578125","2.60578125","2.5215625","2.5215625","2.5215625","2.5215625","2.5215625","2.5215625","2.63140625","2.63140625","2.63140625"
"14600","2.51515625","2.51515625","2.51515625","2.515625","2.515625","2.515625","2.55125","2.55125","2.55125","2.59234375","2.59234375","2.59234375","2.5928125","2.5928125","2.5928125","2.61","2.61","2.61","2.5246875","2.5246875","2.5246875","2.5246875","2.5246875","2.5246875","2.63265625","2.63265625","2.63265625","2.51171875","2.51171875","2.51171875","2.5115625","2.5115625","2.5115625","2.54890625","2.54890625","2.54890625","2.59","2.59","2.59","2.58984375","2.58984375","2.58984375","2.6075","2.6075","2.6075","2.51609375","2.51609375","2.51609375","2.51640625","2.51640625","2.51640625","2.6334375","2.6334375","2.6334375","2.51609375","2.51609375","2.51609375","2.51453125","2.51453125","2.51453125","2.5521875","2.5521875","2.5521875","2.58859375","2.58859375","2.58859375","2.5884375","2.5884375","2.5884375","2.605625","2.605625","2.605625","2.523125","2.523125","2.523125","2.523125","2.523125","2.523125","2.63328125","2.63328125","2.63328125"
"14700","2.51890625","2.51890625","2.51890625","2.5190625","2.5190625","2.5190625","2.55515625","2.55515625","2.55515625","2.58953125","2.58953125","2.58953125","2.59","2.59","2.59","2.6078125","2.6078125","2.6078125","2.5265625","2.5265625","2.5265625","2.5265625","2.5265625","2.5265625","2.6359375","2.6359375","2.6359375","2.51578125","2.51578125","2.51578125","2.5159375","2.5159375","2.5159375","2.55109375","2.55109375","2.55109375","2.5915625","2.5915625","2.5915625","2.5921875","2.5921875","2.5921875","2.6075","2.6075","2.6075","2.51859375","2.51859375","2.51859375","2.51875","2.51875","2.51875","2.6353125","2.6353125","2.6353125","2.5153125","2.5153125","2.5153125","2.5140625","2.5140625","2.5140625","2.5509375","2.5509375","2.5509375","2.589375","2.589375","2.589375","2.58953125","2.58953125","2.58953125","2.60640625","2.60640625","2.60640625","2.5228125","2.5228125","2.5228125","2.5228125","2.5228125","2.5228125","2.6334375","2.6334375","2.6334375"
"14800","2.51703125","2.51703125","2.51703125","2.516875","2.516875","2.516875","2.551875","2.551875","2.551875","2.5909375","2.5909375","2.5909375","2.5903125","2.5903125","2.5903125","2.60828125","2.60828125","2.60828125","2.52421875","2.52421875","2.52421875","2.52421875","2.52421875","2.52421875","2.63390625","2.63390625","2.63390625","2.5146875","2.5146875","2.5146875","2.5146875","2.5146875","2.5146875","2.55203125","2.55203125","2.55203125","2.59296875","2.59296875","2.59296875","2.5925","2.5925","2.5925","2.60984375","2.60984375","2.60984375","2.5146875","2.5146875","2.5146875","2.51453125","2.51453125","2.51453125","2.6321875","2.6321875","2.6321875","2.5203125","2.5203125","2.5203125","2.519375","2.519375","2.519375","2.55484375","2.55484375","2.55484375","2.59","2.59","2.59","2.5903125","2.5903125","2.5903125","2.6071875","2.6071875","2.6071875","2.5246875","2.5246875","2.5246875","2.5246875","2.5246875","2.5246875","2.63703125","2.63703125","2.63703125"
"14900","2.51734375","2.51734375","2.51734375","2.5175","2.5175","2.5175","2.55265625","2.55265625","2.55265625","2.5884375","2.5884375","2.5884375","2.588125","2.588125","2.588125","2.6059375","2.6059375","2.6059375","2.5234375","2.5234375","2.5234375","2.5234375","2.5234375","2.5234375","2.63390625","2.63390625","2.63390625","2.51484375","2.51484375","2.51484375","2.51609375","2.51609375","2.51609375","2.5515625","2.5515625","2.5515625","2.59078125","2.59078125","2.59078125","2.5909375","2.5909375","2.5909375","2.6078125","2.6078125","2.6078125","2.5153125","2.5153125","2.5153125","2.51546875","2.51546875","2.51546875","2.6334375","2.6334375","2.6334375","2.5184375","2.5184375","2.5184375","2.5171875","2.5171875","2.5171875","2.55421875","2.55421875","2.55421875","2.5915625","2.5915625","2.5915625","2.59140625","2.59140625","2.59140625","2.60796875","2.60796875","2.60796875","2.52","2.52","2.52","2.52","2.52","2.52","2.63265625","2.63265625","2.63265625"
"15000","2.518671875","2.518671875","2.518671875","2.5190625","2.5190625","2.5190625","2.55421875","2.55421875","2.55421875","2.590734375","2.590734375","2.590734375","2.5906875","2.5906875","2.5906875","2.607921875","2.607921875","2.607921875","2.525390625","2.525390625","2.525390625","2.525390625","2.525390625","2.525390625","2.63409375","2.63409375","2.63409375","2.5158125","2.5158125","2.5158125","2.51609375","2.51609375","2.51609375","2.552453125","2.552453125","2.552453125","2.591203125","2.591203125","2.591203125","2.591046875","2.591046875","2.591046875","2.60784375","2.60784375","2.60784375","2.51834375","2.51834375","2.51834375","2.51840625","2.51840625","2.51840625","2.634046875","2.634046875","2.634046875","2.517609375","2.517609375","2.517609375","2.516359375","2.516359375","2.516359375","2.552828125","2.552828125","2.552828125","2.59034375","2.59034375","2.59034375","2.59040625","2.59040625","2.59040625","2.6070625","2.6070625","2.6070625","2.5230625","2.5230625","2.5230625","2.5230625","2.5230625","2.5230625","2.634171875","2.634171875","2.634171875"
"15100","2.5140625","2.5140625","2.5140625","2.5140625","2.5140625","2.5140625","2.5503125","2.5503125","2.5503125","2.5890625","2.5890625","2.5890625","2.5884375","2.5884375","2.5884375","2.60671875","2.60671875","2.60671875","2.52125","2.52125","2.52125","2.52125","2.52125","2.52125","2.634375","2.634375","2.634375","2.5134375","2.5134375","2.5134375","2.5134375","2.5134375","2.5134375","2.54984375","2.54984375","2.54984375","2.58953125","2.58953125","2.58953125","2.589375","2.589375","2.589375","2.60609375","2.60609375","2.60609375","2.51328125","2.51328125","2.51328125","2.51375","2.51375","2.51375","2.6325","2.6325","2.6325","2.51546875","2.51546875","2.51546875","2.51421875","2.51421875","2.51421875","2.55078125","2.55078125","2.55078125","2.588125","2.588125","2.588125","2.5878125","2.5878125","2.5878125","2.60703125","2.60703125","2.60703125","2.5221875","2.5221875","2.5221875","2.5221875","2.5221875","2.5221875","2.63421875","2.63421875","2.63421875"
