phase,split,eval_idx,global_step,tokens_seen,loss,attention_type,positional_mode,drop_positions_tokens,hidden_size,n_layers,head_size,seed,acc,f1,mcc
protein,valid_short,21,22000,871698306,2.5234375,dual_triangle,rotary,700000000,768,12,128,11,0.22841690254751315,0.22841690254751315,0.169462502023053
protein,valid_long,21,22000,871698306,2.609375,dual_triangle,rotary,700000000,768,12,128,11,0.2033686837180287,0.2033686837180287,0.14195018684847427
protein,train,22,23000,911298736,2.545640625,dual_triangle,rotary,700000000,768,12,128,11,,,
protein,valid_short,22,23000,911298736,2.515625,dual_triangle,rotary,700000000,768,12,128,11,0.22792022792022792,0.22792022792022792,0.16976924257976
protein,valid_long,22,23000,911298736,2.609375,dual_triangle,rotary,700000000,768,12,128,11,0.2039813003379151,0.2039813003379151,0.14154695506812898
protein,train,23,24000,950970623,2.535828125,dual_triangle,rotary,700000000,768,12,128,11,,,
protein,valid_short,23,24000,950970623,2.5078125,dual_triangle,rotary,700000000,768,12,128,11,0.23049772366872986,0.23049772366872986,0.1727716088622465
protein,valid_long,23,24000,950970623,2.6171875,dual_triangle,rotary,700000000,768,12,128,11,0.2026960318967154,0.2026960318967154,0.14110902586154733
protein,train,24,25000,990557045,2.528140625,dual_triangle,rotary,700000000,768,12,128,11,,,
protein,valid_short,24,25000,990557045,2.5,dual_triangle,rotary,700000000,768,12,128,11,0.2367471410419314,0.2367471410419314,0.17913047777117888
protein,valid_long,24,25000,990557045,2.625,dual_triangle,rotary,700000000,768,12,128,11,0.2015780096716722,0.2015780096716722,0.13941438493393254
protein,train,25,25239,1000033895,2.526869769874477,dual_triangle,rotary,700000000,768,12,128,11,,,
protein,valid_short,25,25239,1000033895,2.4921875,dual_triangle,rotary,700000000,768,12,128,11,0.23580497714575926,0.23580497714575926,0.17812737593261455
protein,valid_long,25,25239,1000033895,2.625,dual_triangle,rotary,700000000,768,12,128,11,0.20391598071271358,0.20391598071271358,0.14245658008787257
protein,train,0,1000,39543319,2.769546875,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,0,1000,39543319,2.6171875,bidirectional,rotary,700000000,768,12,64,22,0.20257153021293897,0.20257153021293897,0.14185975186849012
protein,valid_long,0,1000,39543319,2.640625,bidirectional,rotary,700000000,768,12,64,22,0.19750722726581124,0.19750722726581124,0.13732142314210063
protein,train,1,2000,79130390,2.641046875,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,1,2000,79130390,2.6171875,bidirectional,rotary,700000000,768,12,64,22,0.20248101265822785,0.20248101265822785,0.14096332733388853
protein,valid_long,1,2000,79130390,2.6171875,bidirectional,rotary,700000000,768,12,64,22,0.19943009070208245,0.19943009070208245,0.13897055508484588
protein,train,2,3000,118730336,2.608109375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,2,3000,118730336,2.578125,bidirectional,rotary,700000000,768,12,64,22,0.21024519279682571,0.21024519279682571,0.1514489531203899
protein,valid_long,2,3000,118730336,2.59375,bidirectional,rotary,700000000,768,12,64,22,0.2063546379732076,0.2063546379732076,0.14806859200492484
protein,train,3,4000,158359470,2.589625,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,3,4000,158359470,2.5546875,bidirectional,rotary,700000000,768,12,64,22,0.219907289491111,0.219907289491111,0.1614378630312024
protein,valid_long,3,4000,158359470,2.59375,bidirectional,rotary,700000000,768,12,64,22,0.20640415953332064,0.20640415953332064,0.14935919051761698
protein,train,4,5000,197938228,2.57784375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,4,5000,197938228,2.5546875,bidirectional,rotary,700000000,768,12,64,22,0.22217713300192757,0.22217713300192757,0.16359718118469715
protein,valid_long,4,5000,197938228,2.5859375,bidirectional,rotary,700000000,768,12,64,22,0.2085670576236614,0.2085670576236614,0.15011871029492738
protein,train,5,6000,237533008,2.570453125,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,5,6000,237533008,2.5546875,bidirectional,rotary,700000000,768,12,64,22,0.21766289167640038,0.21766289167640038,0.15849967195277756
protein,valid_long,5,6000,237533008,2.578125,bidirectional,rotary,700000000,768,12,64,22,0.2117490533210521,0.2117490533210521,0.15185588737618247
protein,train,6,7000,277087576,2.561921875,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,6,7000,277087576,2.53125,bidirectional,rotary,700000000,768,12,64,22,0.22715060576874335,0.22715060576874335,0.16970265709277157
protein,valid_long,6,7000,277087576,2.578125,bidirectional,rotary,700000000,768,12,64,22,0.21223903734482014,0.21223903734482014,0.1535038831430364
protein,train,7,8000,316703034,2.5555,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,7,8000,316703034,2.53125,bidirectional,rotary,700000000,768,12,64,22,0.2276013031969049,0.2276013031969049,0.1694512294921651
protein,valid_long,7,8000,316703034,2.5703125,bidirectional,rotary,700000000,768,12,64,22,0.21544120454632235,0.21544120454632235,0.1565889351390718
protein,train,8,9000,356331954,2.548125,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,8,9000,356331954,2.53125,bidirectional,rotary,700000000,768,12,64,22,0.2244429714984959,0.2244429714984959,0.1665245193954184
protein,valid_long,8,9000,356331954,2.5625,bidirectional,rotary,700000000,768,12,64,22,0.2158778820974644,0.2158778820974644,0.15704693726885136
protein,train,9,10000,395930736,2.54228125,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,9,10000,395930736,2.53125,bidirectional,rotary,700000000,768,12,64,22,0.22740824509098387,0.22740824509098387,0.17030706678724394
protein,valid_long,9,10000,395930736,2.5703125,bidirectional,rotary,700000000,768,12,64,22,0.21768750394247147,0.21768750394247147,0.16049052847468642
protein,train,10,11000,435527002,2.53740625,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,10,11000,435527002,2.515625,bidirectional,rotary,700000000,768,12,64,22,0.2302921578677601,0.2302921578677601,0.17325724787927105
protein,valid_long,10,11000,435527002,2.5546875,bidirectional,rotary,700000000,768,12,64,22,0.22211900641351928,0.22211900641351928,0.16500354852330829
protein,train,11,12000,475146371,2.53209375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,11,12000,475146371,2.5,bidirectional,rotary,700000000,768,12,64,22,0.2358654534301196,0.2358654534301196,0.1794133092556422
protein,valid_long,11,12000,475146371,2.5546875,bidirectional,rotary,700000000,768,12,64,22,0.21907760790115963,0.21907760790115963,0.1607489055315602
protein,train,12,13000,514690800,2.52759375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,12,13000,514690800,2.515625,bidirectional,rotary,700000000,768,12,64,22,0.2368031069548776,0.2368031069548776,0.18129271031252966
protein,valid_long,12,13000,514690800,2.5546875,bidirectional,rotary,700000000,768,12,64,22,0.22090629527028743,0.22090629527028743,0.16247233737060232
protein,train,13,14000,554263639,2.522953125,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,13,14000,554263639,2.5078125,bidirectional,rotary,700000000,768,12,64,22,0.23428425878757003,0.23428425878757003,0.1781237614445785
protein,valid_long,13,14000,554263639,2.5390625,bidirectional,rotary,700000000,768,12,64,22,0.22526243550313907,0.22526243550313907,0.16767115343331876
protein,train,14,15000,593861815,2.51840625,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,14,15000,593861815,2.4921875,bidirectional,rotary,700000000,768,12,64,22,0.2348047971421281,0.2348047971421281,0.1787331727472503
protein,valid_long,14,15000,593861815,2.5390625,bidirectional,rotary,700000000,768,12,64,22,0.22785523165751304,0.22785523165751304,0.17012229765646483
protein,train,15,16000,633473990,2.5134375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,15,16000,633473990,2.4921875,bidirectional,rotary,700000000,768,12,64,22,0.23777506112469438,0.23777506112469438,0.18172338862973628
protein,valid_long,15,16000,633473990,2.5390625,bidirectional,rotary,700000000,768,12,64,22,0.2253183197288411,0.2253183197288411,0.16799547124220635
protein,train,16,17000,673097874,2.509640625,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,16,17000,673097874,2.4765625,bidirectional,rotary,700000000,768,12,64,22,0.24703917400546613,0.24703917400546613,0.1902473442442453
protein,valid_long,16,17000,673097874,2.53125,bidirectional,rotary,700000000,768,12,64,22,0.2318414793900314,0.2318414793900314,0.1745981465077298
protein,train,17,18000,712563544,2.5500625,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,17,18000,712563544,2.6015625,bidirectional,rotary,700000000,768,12,64,22,0.20171105566023323,0.20171105566023323,0.1408469764648774
protein,valid_long,17,18000,712563544,2.609375,bidirectional,rotary,700000000,768,12,64,22,0.19931258354019477,0.19931258354019477,0.14040013311890706
protein,train,18,19000,752113366,2.635984375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,18,19000,752113366,2.609375,bidirectional,rotary,700000000,768,12,64,22,0.20151400454201362,0.20151400454201362,0.14115669305782727
protein,valid_long,18,19000,752113366,2.609375,bidirectional,rotary,700000000,768,12,64,22,0.20243120899242154,0.20243120899242154,0.14295815965613626
protein,train,19,20000,791725177,2.63634375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,19,20000,791725177,2.609375,bidirectional,rotary,700000000,768,12,64,22,0.20036365473003687,0.20036365473003687,0.13924332911204707
protein,valid_long,19,20000,791725177,2.6171875,bidirectional,rotary,700000000,768,12,64,22,0.2003194361698082,0.2003194361698082,0.13972812587742706
protein,train,20,21000,831272866,2.63465625,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,20,21000,831272866,2.6015625,bidirectional,rotary,700000000,768,12,64,22,0.20364710676446618,0.20364710676446618,0.14142554338353083
protein,valid_long,20,21000,831272866,2.6171875,bidirectional,rotary,700000000,768,12,64,22,0.20002535014893214,0.20002535014893214,0.1404106255062952
protein,train,21,22000,870920837,2.6343125,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,21,22000,870920837,2.6015625,bidirectional,rotary,700000000,768,12,64,22,0.2037666886643992,0.2037666886643992,0.14367438569569016
protein,valid_long,21,22000,870920837,2.609375,bidirectional,rotary,700000000,768,12,64,22,0.20153553299492385,0.20153553299492385,0.14208344274672904
protein,train,22,23000,910474780,2.633609375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,22,23000,910474780,2.6015625,bidirectional,rotary,700000000,768,12,64,22,0.2066800602712205,0.2066800602712205,0.14491101336047418
protein,valid_long,22,23000,910474780,2.609375,bidirectional,rotary,700000000,768,12,64,22,0.2012375264686117,0.2012375264686117,0.14000145080059703
protein,train,23,24000,950074521,2.632984375,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,23,24000,950074521,2.6171875,bidirectional,rotary,700000000,768,12,64,22,0.20100502512562815,0.20100502512562815,0.13901974002906856
protein,valid_long,23,24000,950074521,2.609375,bidirectional,rotary,700000000,768,12,64,22,0.20034331489605187,0.20034331489605187,0.14071338033064398
protein,train,24,25000,989658793,2.63325,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,24,25000,989658793,2.6171875,bidirectional,rotary,700000000,768,12,64,22,0.20063175056042387,0.20063175056042387,0.1388108270734979
protein,valid_long,24,25000,989658793,2.6015625,bidirectional,rotary,700000000,768,12,64,22,0.20123044069606336,0.20123044069606336,0.14137109250959987
protein,train,25,25262,1000013881,2.633289599236641,bidirectional,rotary,700000000,768,12,64,22,,,
protein,valid_short,25,25262,1000013881,2.6171875,bidirectional,rotary,700000000,768,12,64,22,0.20246850089997429,0.20246850089997429,0.14176995946845064
protein,valid_long,25,25262,1000013881,2.609375,bidirectional,rotary,700000000,768,12,64,22,0.20241370130446357,0.20241370130446357,0.1421066578731117
protein,train,0,1000,39543319,2.76675,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,0,1000,39543319,2.6484375,causal,rotary,700000000,768,12,64,22,0.19048828819673796,0.19048828819673796,0.13332537513448547
protein,valid_long,0,1000,39543319,2.640625,causal,rotary,700000000,768,12,64,22,0.1955959044716743,0.1955959044716743,0.14004863829279837
protein,train,1,2000,79130390,2.639515625,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,1,2000,79130390,2.6171875,causal,rotary,700000000,768,12,64,22,0.20469645483592838,0.20469645483592838,0.1451100497937139
protein,valid_long,1,2000,79130390,2.6171875,causal,rotary,700000000,768,12,64,22,0.19945876907902224,0.19945876907902224,0.13980138242563905
protein,train,2,3000,118730336,2.627703125,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,2,3000,118730336,2.609375,causal,rotary,700000000,768,12,64,22,0.20206301383853342,0.20206301383853342,0.14771024705208138
protein,valid_long,2,3000,118730336,2.609375,causal,rotary,700000000,768,12,64,22,0.20047747850711772,0.20047747850711772,0.14586635212533053
protein,train,3,4000,158359470,2.6203125,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,3,4000,158359470,2.59375,causal,rotary,700000000,768,12,64,22,0.21077164716015606,0.21077164716015606,0.1499882214782596
protein,valid_long,3,4000,158359470,2.59375,causal,rotary,700000000,768,12,64,22,0.20771335836568447,0.20771335836568447,0.14811436947778095
protein,train,4,5000,197938228,2.614734375,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,4,5000,197938228,2.5859375,causal,rotary,700000000,768,12,64,22,0.20783817951959546,0.20783817951959546,0.14638205316576447
protein,valid_long,4,5000,197938228,2.59375,causal,rotary,700000000,768,12,64,22,0.20401431500655892,0.20401431500655892,0.14318197211932376
protein,train,5,6000,237533008,2.611828125,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,5,6000,237533008,2.5859375,causal,rotary,700000000,768,12,64,22,0.21219673465235747,0.21219673465235747,0.15197090190733756
protein,valid_long,5,6000,237533008,2.59375,causal,rotary,700000000,768,12,64,22,0.2074054199087738,0.2074054199087738,0.14793507609360254
protein,train,6,7000,277087576,2.608265625,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,6,7000,277087576,2.59375,causal,rotary,700000000,768,12,64,22,0.20845614391706474,0.20845614391706474,0.14798286950361592
protein,valid_long,6,7000,277087576,2.59375,causal,rotary,700000000,768,12,64,22,0.20378260814265545,0.20378260814265545,0.1435235278658592
protein,train,7,8000,316703034,2.606171875,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,7,8000,316703034,2.5703125,causal,rotary,700000000,768,12,64,22,0.21450640733424506,0.21450640733424506,0.15566463039619416
protein,valid_long,7,8000,316703034,2.5859375,causal,rotary,700000000,768,12,64,22,0.20866988056018418,0.20866988056018418,0.15040928469202075
protein,train,8,9000,356331954,2.6036875,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,8,9000,356331954,2.578125,causal,rotary,700000000,768,12,64,22,0.2057682491066871,0.2057682491066871,0.14553523420458936
protein,valid_long,8,9000,356331954,2.5859375,causal,rotary,700000000,768,12,64,22,0.21062171240256036,0.21062171240256036,0.15051059197288566
protein,train,9,10000,395930736,2.600953125,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,9,10000,395930736,2.5703125,causal,rotary,700000000,768,12,64,22,0.2127003387431114,0.2127003387431114,0.15426832003940844
protein,valid_long,9,10000,395930736,2.5859375,causal,rotary,700000000,768,12,64,22,0.21120113970260884,0.21120113970260884,0.15213545179344834
protein,train,10,11000,435527002,2.597984375,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,10,11000,435527002,2.59375,causal,rotary,700000000,768,12,64,22,0.20755677767593442,0.20755677767593442,0.1473738918724595
protein,valid_long,10,11000,435527002,2.5859375,causal,rotary,700000000,768,12,64,22,0.2107002580366336,0.2107002580366336,0.15080051888155904
protein,train,11,12000,475146371,2.5963125,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,11,12000,475146371,2.5703125,causal,rotary,700000000,768,12,64,22,0.2215481065776834,0.2215481065776834,0.1624263870221864
protein,valid_long,11,12000,475146371,2.5859375,causal,rotary,700000000,768,12,64,22,0.20917312497621735,0.20917312497621735,0.14893660561595062
protein,train,12,13000,514690800,2.595015625,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,12,13000,514690800,2.5859375,causal,rotary,700000000,768,12,64,22,0.2153838322133985,0.2153838322133985,0.15577342303950834
protein,valid_long,12,13000,514690800,2.5859375,causal,rotary,700000000,768,12,64,22,0.2129310454481855,0.2129310454481855,0.1541973028158455
protein,train,13,14000,554263639,2.5925,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,13,14000,554263639,2.578125,causal,rotary,700000000,768,12,64,22,0.21943209377526274,0.21943209377526274,0.16059290225034417
protein,valid_long,13,14000,554263639,2.5859375,causal,rotary,700000000,768,12,64,22,0.21063104396648966,0.21063104396648966,0.1515736221864532
protein,train,14,15000,593861815,2.591046875,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,14,15000,593861815,2.5703125,causal,rotary,700000000,768,12,64,22,0.21681552202032645,0.21681552202032645,0.1571719973155151
protein,valid_long,14,15000,593861815,2.578125,causal,rotary,700000000,768,12,64,22,0.21320973348783315,0.21320973348783315,0.15377185605337237
protein,train,15,16000,633473990,2.589828125,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,15,16000,633473990,2.5859375,causal,rotary,700000000,768,12,64,22,0.21447516066510253,0.21447516066510253,0.15399067823069873
protein,valid_long,15,16000,633473990,2.578125,causal,rotary,700000000,768,12,64,22,0.21389583807141233,0.21389583807141233,0.15419572509715887
protein,train,16,17000,673097874,2.58796875,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,16,17000,673097874,2.5625,causal,rotary,700000000,768,12,64,22,0.22206549118387908,0.22206549118387908,0.16309836564931462
protein,valid_long,16,17000,673097874,2.5703125,causal,rotary,700000000,768,12,64,22,0.21428933495539335,0.21428933495539335,0.15508697070890176
protein,train,17,18000,712563544,2.59946875,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,17,18000,712563544,2.5859375,causal,rotary,700000000,768,12,64,22,0.2069530489990272,0.2069530489990272,0.14640977669065405
protein,valid_long,17,18000,712563544,2.6015625,causal,rotary,700000000,768,12,64,22,0.2027770000254537,0.2027770000254537,0.1427491753159976
protein,train,18,19000,752113366,2.615765625,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,18,19000,752113366,2.6015625,causal,rotary,700000000,768,12,64,22,0.20389543823680165,0.20389543823680165,0.14170758883319642
protein,valid_long,18,19000,752113366,2.609375,causal,rotary,700000000,768,12,64,22,0.2019027214528018,0.2019027214528018,0.14201205406021675
protein,train,19,20000,791725177,2.612609375,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,19,20000,791725177,2.5859375,causal,rotary,700000000,768,12,64,22,0.20719489981785064,0.20719489981785064,0.14677020568751756
protein,valid_long,19,20000,791725177,2.6015625,causal,rotary,700000000,768,12,64,22,0.20317015723470622,0.20317015723470622,0.1434211859422953
protein,train,20,21000,831272866,2.609421875,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,20,21000,831272866,2.5859375,causal,rotary,700000000,768,12,64,22,0.20981576409683805,0.20981576409683805,0.14953472681195906
protein,valid_long,20,21000,831272866,2.6015625,causal,rotary,700000000,768,12,64,22,0.20272162533733898,0.20272162533733898,0.14192929820363415
protein,train,21,22000,870920837,2.60740625,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,21,22000,870920837,2.59375,causal,rotary,700000000,768,12,64,22,0.2075681130171544,0.2075681130171544,0.147020445560751
protein,valid_long,21,22000,870920837,2.609375,causal,rotary,700000000,768,12,64,22,0.20100374817355948,0.20100374817355948,0.14286879461475535
protein,train,22,23000,910474780,2.605796875,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,22,23000,910474780,2.5703125,causal,rotary,700000000,768,12,64,22,0.21528486828670615,0.21528486828670615,0.15717741239981886
protein,valid_long,22,23000,910474780,2.609375,causal,rotary,700000000,768,12,64,22,0.1995629081853066,0.1995629081853066,0.14004463076161125
protein,train,23,24000,950074521,2.603171875,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,23,24000,950074521,2.578125,causal,rotary,700000000,768,12,64,22,0.21297623924621056,0.21297623924621056,0.15309269987909377
protein,valid_long,23,24000,950074521,2.6015625,causal,rotary,700000000,768,12,64,22,0.20707474701303977,0.20707474701303977,0.14817939568124092
protein,train,24,25000,989658793,2.5990625,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,24,25000,989658793,2.5859375,causal,rotary,700000000,768,12,64,22,0.21033678230878475,0.21033678230878475,0.14965519569046337
protein,valid_long,24,25000,989658793,2.6015625,causal,rotary,700000000,768,12,64,22,0.203048850318755,0.203048850318755,0.14335069583149984
protein,train,25,25262,1000013881,2.5995348282442747,causal,rotary,700000000,768,12,64,22,,,
protein,valid_short,25,25262,1000013881,2.5859375,causal,rotary,700000000,768,12,64,22,0.21085467917829065,0.21085467917829065,0.1507944585542759
protein,valid_long,25,25262,1000013881,2.59375,causal,rotary,700000000,768,12,64,22,0.20403147132232766,0.20403147132232766,0.14462209530749515
protein,train,0,1000,39543319,2.76015625,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,0,1000,39543319,2.6171875,dual_triangle,rotary,700000000,768,12,128,22,0.20237361282367447,0.20237361282367447,0.14071529184846712
protein,valid_long,0,1000,39543319,2.625,dual_triangle,rotary,700000000,768,12,128,22,0.19978251135418665,0.19978251135418665,0.13900111993231154
protein,train,1,2000,79130390,2.62178125,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,1,2000,79130390,2.59375,dual_triangle,rotary,700000000,768,12,128,22,0.2067981450338888,0.2067981450338888,0.15038959335849433
protein,valid_long,1,2000,79130390,2.609375,dual_triangle,rotary,700000000,768,12,128,22,0.2015593452781552,0.2015593452781552,0.144823007627109
protein,train,2,3000,118730336,2.598640625,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,2,3000,118730336,2.5546875,dual_triangle,rotary,700000000,768,12,128,22,0.22039072039072038,0.22039072039072038,0.16194836718900843
protein,valid_long,2,3000,118730336,2.59375,dual_triangle,rotary,700000000,768,12,128,22,0.2069108918377377,0.2069108918377377,0.14898558330011397
protein,train,3,4000,158359470,2.582046875,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,3,4000,158359470,2.5546875,dual_triangle,rotary,700000000,768,12,128,22,0.22011076672933286,0.22011076672933286,0.16160793410584187
protein,valid_long,3,4000,158359470,2.578125,dual_triangle,rotary,700000000,768,12,128,22,0.2131372225535857,0.2131372225535857,0.15500409383325647
protein,train,4,5000,197938228,2.570734375,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,4,5000,197938228,2.5546875,dual_triangle,rotary,700000000,768,12,128,22,0.2214085939486397,0.2214085939486397,0.16399482718154607
protein,valid_long,4,5000,197938228,2.5703125,dual_triangle,rotary,700000000,768,12,128,22,0.21704520928815366,0.21704520928815366,0.160989970427131
protein,train,5,6000,237533008,2.56228125,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,5,6000,237533008,2.5390625,dual_triangle,rotary,700000000,768,12,128,22,0.2232941057629173,0.2232941057629173,0.1658383008505303
protein,valid_long,5,6000,237533008,2.5703125,dual_triangle,rotary,700000000,768,12,128,22,0.21615971035924633,0.21615971035924633,0.15860874321668983
protein,train,6,7000,277087576,2.554,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,6,7000,277087576,2.5234375,dual_triangle,rotary,700000000,768,12,128,22,0.23156705689053195,0.23156705689053195,0.17365940913685268
protein,valid_long,6,7000,277087576,2.5625,dual_triangle,rotary,700000000,768,12,128,22,0.21684893184130213,0.21684893184130213,0.1585844157698497
protein,train,7,8000,316703034,2.547328125,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,7,8000,316703034,2.5234375,dual_triangle,rotary,700000000,768,12,128,22,0.23145280048748287,0.23145280048748287,0.17381950086816428
protein,valid_long,7,8000,316703034,2.5625,dual_triangle,rotary,700000000,768,12,128,22,0.217513764274062,0.217513764274062,0.15904638119675657
protein,train,8,9000,356331954,2.540953125,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,8,9000,356331954,2.5234375,dual_triangle,rotary,700000000,768,12,128,22,0.22805051945406396,0.22805051945406396,0.1708085528512598
protein,valid_long,8,9000,356331954,2.546875,dual_triangle,rotary,700000000,768,12,128,22,0.22332784772985317,0.22332784772985317,0.1645873653085596
protein,train,9,10000,395930736,2.535203125,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,9,10000,395930736,2.515625,dual_triangle,rotary,700000000,768,12,128,22,0.23447613268608414,0.23447613268608414,0.17732587394264246
protein,valid_long,9,10000,395930736,2.5546875,dual_triangle,rotary,700000000,768,12,128,22,0.22231237322515213,0.22231237322515213,0.16468108085213679
protein,train,10,11000,435527002,2.5314375,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,10,11000,435527002,2.5078125,dual_triangle,rotary,700000000,768,12,128,22,0.23551694530026768,0.23551694530026768,0.17848289892263927
protein,valid_long,10,11000,435527002,2.5625,dual_triangle,rotary,700000000,768,12,128,22,0.22027807159515223,0.22027807159515223,0.163069253637666
protein,train,11,12000,475146371,2.526828125,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,11,12000,475146371,2.515625,dual_triangle,rotary,700000000,768,12,128,22,0.2346912761943609,0.2346912761943609,0.17848836383816033
protein,valid_long,11,12000,475146371,2.5390625,dual_triangle,rotary,700000000,768,12,128,22,0.22439692217982685,0.22439692217982685,0.1661703616222085
protein,train,12,13000,514690800,2.523390625,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,12,13000,514690800,2.5,dual_triangle,rotary,700000000,768,12,128,22,0.2337489779231398,0.2337489779231398,0.17641789232082558
protein,valid_long,12,13000,514690800,2.5390625,dual_triangle,rotary,700000000,768,12,128,22,0.22572021437755402,0.22572021437755402,0.168309712228589
protein,train,13,14000,554263639,2.519078125,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,13,14000,554263639,2.5,dual_triangle,rotary,700000000,768,12,128,22,0.23943014705882354,0.23943014705882354,0.18266885966427804
protein,valid_long,13,14000,554263639,2.53125,dual_triangle,rotary,700000000,768,12,128,22,0.22386468893936126,0.22386468893936126,0.16537477926190408
protein,train,14,15000,593861815,2.51609375,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,14,15000,593861815,2.5078125,dual_triangle,rotary,700000000,768,12,128,22,0.22980324368295288,0.22980324368295288,0.1723873995229622
protein,valid_long,14,15000,593861815,2.5390625,dual_triangle,rotary,700000000,768,12,128,22,0.225327310313146,0.225327310313146,0.1675242921897453
protein,train,15,16000,633473990,2.512515625,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,15,16000,633473990,2.4921875,dual_triangle,rotary,700000000,768,12,128,22,0.24176661923155113,0.24176661923155113,0.185595845979127
protein,valid_long,15,16000,633473990,2.53125,dual_triangle,rotary,700000000,768,12,128,22,0.22565507444892574,0.22565507444892574,0.16797534640855902
protein,train,16,17000,673097874,2.509484375,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,16,17000,673097874,2.4921875,dual_triangle,rotary,700000000,768,12,128,22,0.23918030279859306,0.23918030279859306,0.1835939696235304
protein,valid_long,16,17000,673097874,2.53125,dual_triangle,rotary,700000000,768,12,128,22,0.22682706613934916,0.22682706613934916,0.16927821789709674
protein,train,17,18000,712563544,2.53809375,dual_triangle,rotary,700000000,768,12,128,22,,,
protein,valid_short,17,18000,712563544,2.5703125,dual_triangle,rotary,700000000,768,12,128,22,0.21367955688805326,0.21367955688805326,0.15458179242228612
protein,valid_long,17,18000,712563544,2.6015625,dual_triangle,rotary,700000000,768,12,128,22,0.2034947122822145,0.2034947122822145,0.14507127609991596
